loca_2,representative_point_lat,representative_point_lng
MILLERS FOREST,-32.758906245000006,151.69825209494908
MILLERS POINT,-33.859429164999995,151.20457442604413
MILLFIELD,-32.89355434,151.24811478234935
MILLIE,-29.745767295,149.46893838786855
MILLINGANDI,-36.88524375,149.85147043489283
MILLTHORPE,-33.45576457,149.19954829862598
MILPARINKA,-29.91926902,141.6514860303414
MILPERRA,-33.9410559,150.98297228465367
MILROY,-31.134701364999998,150.06514847605894
MILROY,-32.594341705000005,149.62513582898924
BELLAWONGARAH,-34.76064545,150.61198169716306
MILSONS PASSAGE,-33.51305032,151.1797568560551
MILSONS POINT,-33.847098365,151.2111420200756
MILTON,-35.320810515000005,150.43978808279235
MILVALE,-34.330585745,147.91327932710533
MIMOSA,-34.54667426,147.3947210147502
MINCHINBURY,-33.78730376,150.82900408874195
MINDARIBBA,-32.649232479999995,151.5690710257863
MINIMBAH,-32.157432325,152.36332936971405
MINJARY,-35.222057585,148.14163158388348
MINMI,-32.877647365,151.61858644527587
BELLBIRD,-32.855029085,151.31832058085104
MINNAMURRA,-34.62255929,150.85001798186278
MINNIE WATER,-29.744707505,153.26551778682494
MINORE,-32.28013339,148.44532978447472
MINTO,-34.031675405,150.84642071098773
MINTO HEIGHTS,-34.03474887,150.87447713208252
MIRADOR,-36.876772935000005,149.92205031195812
MIRANDA,-34.033155555,151.10339797557538
MIRANNIE,-32.38460145,151.3785659068395
MIRRABOOKA,-33.11210275,151.55475244647292
MIRROOL,-34.229953435,147.05255628430936
BELLBIRD HEIGHTS,-32.848334225,151.33074032732392
MISSABOTTI,-30.57157396,152.79298029460836
MITCHELL,-33.42627421,149.55811047588531
MITCHELLS FLAT,-32.556735425,151.30079342636242
MITCHELLS ISLAND,-31.906831529999998,152.6216081033454
MITTAGONG,-34.46677792,150.48000804767275
MOAMA,-36.00483635,144.75064456351913
MODANVILLE,-28.720377325,153.2981148933677
MOGAREEKA,-36.69304944,149.97910755068597
MOGENDOURA,-35.85709726,150.03822231668147
MOGGS SWAMP,-29.930759965,152.0909068393825
BELLBROOK,-30.73681953,152.48572579304977
MOGILLA,-36.70749805,149.57505694037917
MOGO,-35.80425334,150.07475165414013
MOGO,-32.25628404,150.0261576168522
MOGO CREEK,-33.14641202,151.06527337555704
MOGOOD,-35.482041519999996,150.17199571234914
MOGRANI,-32.030123135,152.03047611808154
MOGRIGUY,-32.06836674,148.6530542161971
MOLE RIVER,-29.092212585,151.743317931479
MOLEVILLE CREEK,-29.573046055,152.90088350834156
MOLLYAN,-31.57586481,149.20103871273545
BELLEVUE HILL,-33.879736095,151.25497108557352
MOLLYMOOK,-35.34106007,150.47108228823743
MOLLYMOOK BEACH,-35.327698675,150.4677225896994
MOLONG,-33.1153562,148.90277287387022
MONA VALE,-33.677085035000005,151.30306727229583
MONAK,-34.298644775,142.30889530632925
MONALTRIE,-28.85203873,153.29055149451892
MONDAYONG,-35.17456876,150.50411557221557
MONDROOK,-31.911062729999998,152.41199930229715
MONGA,-35.556651345000006,149.90850522929895
MONGARLOWE,-35.411650449999996,149.93516698943307
ALBURY,-36.073462815,146.9147117815612
BELLIMBOPINNI,-31.00738682,152.90021767712517
MONGOGARIE,-28.944688239999998,152.90392087784258
MONIA GAP,-33.585570075,145.9749428115265
MONIVAE,-32.69574518,149.9028115936327
MONKERAI,-32.247858699999995,151.85125605267172
MONTEAGLE,-34.160145485,148.33693427251893
MONTECOLLUM,-28.59206873,153.46143344284457
MONTEFIORES,-32.528699180000004,148.9364856704455
MONTEREY,-33.972275625,151.14755302885527
MOOBALL,-28.434552285,153.50099575812652
MOOBI,-32.06857245,150.79845590806798
BELLINGEN,-30.45396868,152.90779646956923
MOOGEM,-29.458552255,152.24393076689336
MOOKERAWA,-32.785669119999994,149.16018096206403
MOOKIMA WYBRA,-29.00681374,152.52946420401983
MOOLARBEN,-32.352859905,149.7772702545353
MOOLLATTOO,-34.78902254,150.37616790804753
MOOLPA,-34.92484494,143.77191761040763
MOOMBOOLDOOL,-34.331065415,146.67950907304518
MOONAN BROOK,-31.962662955,151.35480079524564
MOONAN FLAT,-31.87790533,151.21848323798207
MOONBAH,-36.50850502,148.54727833887355
BELLMOUNT FOREST,-34.90252881000001,149.2296873027995
MOONBI,-30.950993255,151.05197233781433
MOONBRIA,-35.114977275,145.44030907670918
MOONEBA,-31.041770245000002,152.69438332589218
MOONEE,-33.169680424999996,151.62024793865416
MOONEE BEACH,-30.195584905,153.15006449556063
MOONEY MOONEY,-33.52310499,151.2113716915274
MOONEY MOONEY CREEK,-33.467115379999996,151.21896455483096
MOONPAR,-30.22202198,152.63926766316217
MOORAL CREEK,-31.697739990000002,152.35295852546983
BELLTREES,-31.951116245,151.1127520681559
MOORBEL,-33.563032225,148.69927941786648
MOORE CREEK,-30.990731009999998,150.95469559696082
MOORE PARK,-33.89494627,151.22254713188966
MOOREBANK,-33.943646225,150.9569909610171
MOORILDA,-33.627754005,149.3248630981726
MOORLAND,-31.78017917,152.64532964208917
MOORONG,-35.11337521,147.3157928129408
MOORWATHA,-35.92328773,146.72739014742612
MOPARRABAH,-31.049866719999997,152.43452120184494
MOPPY,-31.988017284999998,151.62014952741018
BELMONT,-33.031998355,151.67341630969054
MORAGO,-35.353351215,144.71017401897956
MORANGARELL,-34.174422504999995,147.72598327210807
MORANS CROSSING,-36.668018290000006,149.6549753338462
MOREE,-29.305294935,149.52548857090838
MORISSET,-33.119625555,151.49288478412905
MORISSET PARK,-33.12161748,151.5345309145174
MORNING BAY,-33.623958994999995,151.28091212364612
MORORO,-29.34538577,153.20065621570618
MORPETH,-32.7313653,151.62727167671954
MORTDALE,-33.969332765000004,151.07243495939184
BELMONT NORTH,-33.013462489999995,151.6735164716759
MORTLAKE,-33.840527894999994,151.1060500396227
MORTON,-35.413921345,150.30915965720445
MORTONS CREEK,-31.395527315000002,152.67886485251847
MORTS ESTATE,-33.46742065,150.16903450805637
MORUNDAH,-34.996522935,146.2476424209417
MORUYA,-35.90795344,150.0752888432695
MORUYA HEADS,-35.92965754,150.14095891822006
MORVEN,-29.419750915,152.1666100582509
MORVEN,-35.646873635000006,147.15823817573312
BELMONT SOUTH,-33.05330206,151.6600995108957
MOSMAN,-33.828317335,151.24223988928745
MOSS VALE,-34.55467772,150.39656680471896
MOSSGIEL,-33.286599374999994,144.6026938808713
MOSSY POINT,-35.832153655,150.17710861159503
MOTO,-31.829647129999998,152.56220396434384
MOULAMEIN,-35.001827655,144.10580228821436
MOUNT ADRAH,-35.217313860000004,147.9011037186442
MOUNT ANNAN,-34.063742125000005,150.76286619927143
MOUNT AQUILA,-32.836937645,149.17334573980634
MOUNT ARTHUR,-32.556293405000005,148.91674259663114
BELMORE,-33.919463455,151.09037668014253
MOUNT AUSTIN,-35.137002365,147.35642460605823
MOUNT BURRELL,-28.49900446,153.19604991960853
MOUNT COLAH,-33.664947385,151.11551632135655
MOUNT COLLINS,-34.024979625,148.78538336043152
MOUNT COOPER,-36.653643465,149.20021049250192
MOUNT DARRAGH,-36.846908819999996,149.57589436222844
MOUNT DAVID,-33.837597869999996,149.60339341034884
MOUNT DEE,-32.7415434,151.54107975296864
MOUNT DRUITT,-33.7680175,150.81416113022195
MOUNT ELLIOT,-33.40610806,151.38543028607904
BELMORE RIVER,-31.0861885,152.96536229215553
MOUNT FAIRY,-35.18247466,149.60593333059063
MOUNT FOSTER,-31.186965275,147.55708439889983
MOUNT FROME,-32.622215645,149.66837562451963
MOUNT GEORGE,-31.86931663,152.19610422450347
MOUNT HARRIS,-31.26197918,147.65808274090114
MOUNT HOPE,-32.713787015,145.92280073875276
MOUNT HOREB,-35.215690975,148.04167518967049
MOUNT HUNTER,-34.092331895,150.60896109798983
MOUNT HUTTON,-32.978112685,151.67213317149924
MOUNT IRVINE,-33.4814896,150.46359746005865
BELOKA,-36.549333829999995,148.70262058170067
MOUNT KEIRA,-34.396941655000006,150.85265219283298
MOUNT KEMBLA,-34.428963890000006,150.82513043939596
MOUNT KINGIMAN,-35.34222122,150.34278895526722
MOUNT KNOWLES,-32.626655985,149.71399810400115
MOUNT KURING-GAI,-33.643218585,151.13125296442422
MOUNT LAMBIE,-33.463561424999995,149.98092952693216
MOUNT LEWIS,-33.915704885,151.0493373007629
MOUNT LINDSEY,-34.442482819999995,150.57132922974213
MOUNT MARSDEN,-32.943004885,150.05192635596853
ALDAVILLA,-31.072755315000002,152.76955300961686
BELOWRA,-36.107238949999996,149.67364944632985
MOUNT MARSH,-29.269506749999998,152.88529518541807
MOUNT MITCHELL,-29.94220466,151.84623256974965
MOUNT MURRAY,-34.54643138,150.63080827649918
MOUNT OLIVE,-32.407750145,151.22035349521997
MOUNT OLIVE,-33.598720105,149.93096920363186
MOUNT OUSLEY,-34.40059067,150.87871057461638
MOUNT PANORAMA,-33.45085077,149.55044408716367
MOUNT PLEASANT,-34.39549203,150.86876808243733
MOUNT PRITCHARD,-33.904251215,150.90055623367815
MOUNT RANKIN,-33.294871064999995,149.4936492952602
BELROSE,-33.721540445,151.20966615902307
MOUNT RIVERS,-32.366741125000004,151.4731332386337
MOUNT RIVERVIEW,-33.7278232,150.63681832718174
MOUNT ROYAL,-32.199730205,151.30001691600216
MOUNT RUSSELL,-29.66213086,150.93063290762552
MOUNT SAINT THOMAS,-34.440313585,150.8703487671405
MOUNT SEAVIEW,-31.36347081,152.18720259759073
MOUNT TENANDRA,-31.208277775,148.76478868522696
MOUNT THORLEY,-32.642774055000004,151.11738075216022
MOUNT TOMAH,-33.54257199,150.4213892802279
MOUNT VERNON,-33.86071178,150.8104082032658
BEMBOKA,-36.615782085,149.53121663607
MOUNT VICTORIA,-33.577621105,150.24693069429867
MOUNT VIEW,-32.852531115,151.2581190276362
MOUNT VINCENT,-32.93341279,151.47174470137853
MOUNT WARNING,-28.392808715,153.2770854279255
MOUNT WARRIGAL,-34.550328995,150.84287685743573
MOUNT WERONG,-34.086406065000006,149.94293414951963
MOUNT WHITE,-33.45215767,151.19405804688637
MOUNT WILSON,-33.50397418,150.38175868677848
MOUNTAIN CREEK,-35.776045030000006,147.14067216800558
MOUNTAIN LAGOON,-33.436476585,150.6204415949897
MOUNTAIN TOP,-28.618653775,153.18890456115594
MOUNTAIN VIEW,-29.587781525,152.9338905237713
MOWBRAY PARK,-34.15795106,150.54924842894494
MOZART,-33.82551542,149.82180582903942
MUDGEE,-32.612443745,149.5764581644765
MULBRING,-32.896319125,151.4680982528265
MULGOA,-33.81550622,150.65395838849085
BEN BULLEN,-33.233150225,150.01895029903176
MULGRAVE,-33.62469543,150.82926575350172
MULGUTHRIE,-33.176238375,147.3659617603278
MULI MULI,-28.418184240000002,152.58349562667257
MULLA,-31.818850490000003,147.30390329334261
MULLA CREEK,-31.15137926,151.18899920083172
MULLALEY,-31.157884095,149.93413300265937
MULLAMUDDY,-32.68731004,149.66231422145745
MULLAWAY,-30.084599169999997,153.19517286491552
MULLENGANDRA,-35.895261070000004,147.17705098860586
MULLENGUDGERY,-31.690954689999998,147.51670740495194
BEN LOMOND,-30.00565024,151.60809397343593
MULLION,-35.139198719999996,148.86937517818563
MULLION CREEK,-33.08893355,149.205528286711
MULLOON,-35.287119805,149.60370383485284
MULLUMBIMBY,-28.54935665,153.4983679455387
MULLUMBIMBY CREEK,-28.552309305,153.44570217564038
MULWALA,-35.920435765,146.048753867763
MULYANDRY,-33.562120435,148.16361614404627
MUMBIL,-32.703692105,149.06329828179418
MUMBLEBONE PLAIN,-31.51632453,147.659329267035
MUMBULLA MOUNTAIN,-36.53343425,149.88224742269702
BENANDARAH,-35.634676545000005,150.21350714515367
MUMMEL,-34.66010005,149.55228714456922
MUMMULGUM,-28.87318252,152.7785449922604
MUNDAMIA,-34.88667198,150.5604609401131
MUNDARLO,-35.138522755,147.84163470993127
MUNDEROO,-35.845925955,147.82374971610923
MUNDONGO,-35.29051812,148.28493963953758
MUNGAY CREEK,-30.90904416,152.67063310143544
MUNGHORN,-32.374692765000006,149.83643262176565
MUNGINDI,-28.99878991,149.0756217801694
MUNGO,-33.75425013,143.11444477623905
MUNGO BRUSH,-32.521915765,152.3330896867468
MUNNI,-32.30794736,151.6659840958128
MUNYABLA,-35.452214695,146.9184222031693
MURGA,-33.357747805,148.53205519745939
MURRAH,-36.517674115,149.98642100248588
MURRAMI,-34.40680563,146.24716252707623
MURRAWOMBIE,-31.1766532,147.2094700594985
MURRAY DOWNS,-35.31423171,143.647388574587
MURRAY GORGE,-36.458593155,148.13475385345032
MURRAYS BEACH,-33.116342814999996,151.62043898501392
BENDALONG,-35.23225292,150.50190751443876
MURRENGENBURG,-35.538242014999994,149.97506966228292
MURRIN BRIDGE,-33.20686251,146.37083533449635
MURRINGO,-34.2998209,148.54002765139217
MURRULEBALE,-34.703744515,147.41150997430503
MURRUMBATEMAN,-34.974418835,149.03770065163854
MURRUMBO,-32.381628385,150.23928467383348
MURRUMBUCCA,-36.105169415,149.06587322683174
MURRUMBURRAH,-34.545360110000004,148.3158596128377
MURRURUNDI,-31.77617441,150.82994886450751
BENDEMEER,-30.80365601,151.17569841813105
MURULLA,-31.835795304999998,150.8645075673773
MURWILLUMBAH,-28.32972835,153.37931445769615
MUSCLE CREEK,-32.28110733,150.9978710783035
MUSWELLBROOK,-32.31052307,150.89994954593766
MUTAWINTJI,-31.097108050000003,142.36463746218857
MUTTAMA,-34.79838109,148.13914265575812
MYALL CREEK,-29.779656225,150.75391262046904
MYALL LAKE,-32.429594205,152.38936932342122
MYALL PARK,-34.09822604,146.14568080915978
MYALLA,-36.446952280000005,149.11239928184725
ALECTOWN,-32.913380845,148.26174233992495
BENDICK MURRELL,-34.187049325000004,148.46151500444483
MYLESTOM,-30.47662552,153.03700868645618
MYLNEFORD,-29.61990756,152.84119610398096
MYOCUM,-28.5982494,153.50011397861158
MYOLA,-35.025115459999995,150.67410993324276
MYRTLE CREEK,-29.153125815,153.02130472424074
MYRTLE MOUNTAIN,-36.855450805000004,149.6912839974289
MYRTLE PARK,-35.54946896,145.44320070288092
MYRTLEVILLE,-34.47277518,149.8176878467842
MYSTERY BAY,-36.311266235000005,150.12674149931917
MYUNA BAY,-33.057496119999996,151.53985660411678
BENDOLBA,-32.34883173,151.72860894658794
NABIAC,-32.124453720000005,152.43332105046562
NADGEE,-37.368228404999996,149.83675667073203
NAMBUCCA HEADS,-30.641255955,152.99011602572267
NAMOI RIVER,-30.592641035,150.82543804093848
NANA GLEN,-30.136007605,153.01380631632435
NANGUS,-35.01098112,147.92460099926723
NANIMA,-35.02015043,149.13313056562885
NAPIER LANE,-31.24356667,149.53920730867486
NAPOLEON REEF,-33.39595353,149.7503612020598
BENDOURA,-35.537091785,149.67866208189793
NARADHAN,-33.658550770000005,146.32495443506696
NARARA,-33.3955232,151.33530898398928
NARELLAN,-34.042154015,150.7345730371066
NARELLAN VALE,-34.051623324999994,150.7459191854466
NAREMBURN,-33.817335345000004,151.20203811560253
NAROOMA,-36.24240872,150.0595952286439
NARRABARBA,-37.22083916,149.7721233624291
NARRABEEN,-33.713785825,151.28150090022586
NARRABRI,-30.22596553,149.78803545515203
NARRABURRA,-34.323886195,147.63469652738087
BENEREMBAH,-34.39654372,145.88225772772608
NARRAN LAKE,-29.816839745000003,147.29641853824137
NARRANDERA,-34.674479395,146.58925850387772
NARRANGULLEN,-35.01325748,148.7101730127868
NARRAWA,-34.41655754,149.16739847146198
NARRAWALLEE,-35.31310645000001,150.46375317320297
NARRAWEENA,-33.749965625,151.27426023645478
NARROMINE,-32.260518955,148.09648030944066
NARWEE,-33.94706977,151.06929214958387
NASHDALE,-33.30631903,148.99971500811657
NASHUA,-28.73111282,153.4636623703925
BENGALLA,-32.288893134999995,150.81685099415972
NATTAI,-34.06438545,150.4461426648296
NAUGHTONS GAP,-28.799522195,153.10304100355177
NEATH,-32.8217599,151.41404705865534
NEBEA,-30.89941784,148.55106950641328
NEILREX,-31.739931655,149.3823464947348
NELLIGEN,-35.67359011,150.0884216386341
NELSON,-36.666939735,149.95274345064448
NELSON,-33.644558145000005,150.9237535933139
NELSON BAY,-32.736873945,152.13595123834935
NELSONS PLAINS,-32.730240385,151.72447344343414
NELUNGALOO,-33.17847257,147.99935427746686
NEMINGHA,-31.12094809,151.00111190566935
NERICON,-34.183925959999996,146.0307887037585
NERINGLA,-35.72458333,149.7770796083492
NERONG,-32.527024705,152.17857519809678
NERRIGA,-35.084121515,150.04479325523133
NERRIGUNDAH,-36.12734441,149.86328160159894
NETHERCOTE,-37.025749919999996,149.79353946758607
NEUREA,-32.678168369999995,148.93184241530503
NEUTRAL BAY,-33.83488701,151.21764061971123
BENNETTS GREEN,-32.999571,151.69798217415013
NEVER NEVER,-30.357336615,152.8195809696182
NEVERTIRE,-31.855728185,147.6557140023344
NEVILLE,-33.745117755,149.19569385361171
NEW BERRIMA,-34.50790335,150.33435877594297
NEW BRIGHTON,-28.517709285,153.55050235774752
NEW BUILDINGS,-36.960673185000005,149.55988849675384
NEW ITALY,-29.14758088,153.29669110631664
NEW LAMBTON,-32.92790539,151.71055092464195
NEW LAMBTON HEIGHTS,-32.92703117,151.69446464693362
NEW MEXICO,-30.715114964999998,150.6180237140502
NEW PARK,-28.602604815,152.99014986716622
NEW VALLEY,-30.06710779,151.31848621303527
NEWBOLD,-29.51807435,152.6961547556814
NEWBRIDGE,-33.582255755,149.37156188293562
NEWCASTLE,-32.919032869999995,151.79379656322638
NEWCASTLE EAST,-32.926722659999996,151.79001107337052
NEWCASTLE WEST,-32.92841802,151.76355325729432
NEWEE CREEK,-30.631878354999998,152.94264893192758
NEWINGTON,-33.83889672,151.05566906447302
BENSVILLE,-33.49698559,151.39308524705112
NEWNES,-33.191002005,150.28599808253787
NEWNES PLATEAU,-33.334856099999996,150.25304617189317
NEWPORT,-33.656373009999996,151.31626634491863
NEWRYBAR,-28.727764755000003,153.54991044794238
NEWSTEAD,-29.82555644,151.37934099989357
NEWTON BOYD,-29.70039109,152.3320615069694
NEWTOWN,-33.899889995,151.17807863449374
NIAGARA PARK,-33.379456875,151.34903778833245
NIANGALA,-31.434127930000002,151.4460669555924
NIEMUR,-35.23398649,144.2863794349593
BENTLEY,-28.737158625,153.0928767819226
NIGHTCAP,-28.559988165,153.32021935012142
NIMBIN,-28.579204085,153.24096106373344
NIMMITABEL,-36.49306661,149.27335477669783
NIMMO,-36.178699105,148.6240421818902
NOBBYS CREEK,-28.29336866,153.33077945834566
NOMBI,-31.191344635,149.76687169184004
NOONA,-31.557316999999998,144.7316296989668
NOORONG,-35.35186864,144.00889108424354
NOOROO,-32.38026012,151.87631742085108
NORAH HEAD,-33.283757655,151.56402311321148
ABBOTSFORD,-33.850518905,151.12913795074195
ALEXANDRIA,-33.90815911,151.19205741074106
BERALA,-33.874462144999995,151.03358574090592
NORAVILLE,-33.27035665,151.55481607440402
NORDS WHARF,-33.14422463,151.6072562204781
NORMANHURST,-33.723273774999996,151.09791821347528
NORTH ALBURY,-36.060013444999996,146.93705666649805
NORTH ARM,-28.32723491,153.3371881388897
NORTH ARM COVE,-32.62467263,152.0472700796334
NORTH AVOCA,-33.45609221,151.43546702943073
NORTH BALGOWLAH,-33.786983039999996,151.25245068840562
NORTH BATEMANS BAY,-35.689379474999996,150.18926754896393
NORTH BOAMBEE VALLEY,-30.31121006,153.06976045073586
BERAMBING,-33.53263402,150.44619287299324
NORTH BONDI,-33.88618194,151.28165081368107
NORTH BROTHER,-31.65645841,152.77494164628484
NORTH CASINO,-28.801815525000002,153.05936067760956
NORTH CURL CURL,-33.7632414,151.29097931631915
NORTH DORRIGO,-30.264874714999998,152.676507274271
NORTH EPPING,-33.758561485,151.09439720497033
NORTH GOSFORD,-33.418860394999996,151.3540778191523
NORTH HARBOUR,-33.812483375,151.28014505874285
BERESFIELD,-32.802831755,151.64297775681453
NORTH HAVEN,-31.636002925,152.820554444732
NORTH LAMBTON,-32.90329075,151.70449909686437
NORTH LISMORE,-28.787933619999997,153.2770630295957
NORTH MACKSVILLE,-30.68079398,152.94261805165894
NORTH MANLY,-33.77615294,151.27088680440625
NORTH NAROOMA,-36.2092484,150.10471912594807
NORTH NARRABEEN,-33.703197725,151.29288866904506
NORTH NOWRA,-34.855904495,150.57313362762028
NORTH PARRAMATTA,-33.79414673,151.00856426356154
BERGALIA,-35.980673780000004,150.09302093011104
NORTH RICHMOND,-33.567109779999996,150.7169530433241
NORTH ROCKS,-33.775738535,151.01811060568562
NORTH ROTHBURY,-32.690654445,151.34426015436833
NORTH RYDE,-33.796735315,151.13373330308877
NORTH SHORE,-31.39118327,152.90362085419827
NORTH ST MARYS,-33.753404355,150.78455122789643
NORTH STAR,-28.954802565,150.42736911364477
NORTH STRATHFIELD,-33.858843715000006,151.08865415699466
NORTH SYDNEY,-33.836632120000004,151.20742445594294
NORTH TAMWORTH,-31.064135385,150.93409606740335
BERKELEY,-34.48157531,150.84291329582223
NORTH TUMBULGUM,-28.257159455,153.4515662923577
NORTH TURRAMURRA,-33.691483375000004,151.15123807160757
NORTH WAGGA WAGGA,-35.096951340000004,147.39199908925005
NORTH WAHROONGA,-33.696518409999996,151.13034815682994
NORTH WILLOUGHBY,-33.795454735,151.2004614137157
NORTH WOLLONGONG,-34.405746300000004,150.89764686570265
NORTH WOODBURN,-29.05963516,153.34605536906008
NORTH YALGOGRIN,-33.826243845,146.85443673417
NORTH YEOVAL,-32.723923095,148.67039321968372
NORTHANGERA,-35.46794004,149.9114954384622
BERKELEY VALE,-33.34132487,151.43369045577498
NORTHBRIDGE,-33.811194815,151.21748986474591
NORTHMEAD,-33.78385822,150.9985358938294
NORTHWOOD,-33.828789275,151.17882605960895
