loca_2,representative_point_lat,representative_point_lng
MOUNT RUMNEY,-42.85587731,147.44134478408182
BEULAH,-41.43699839,146.38138821509187
MOUNT SEYMOUR,-42.38925771,147.46759537627156
MOUNT STUART,-42.872321325,147.30320810596743
MOUNT WILLIAM,-40.933001579999996,148.24159950629326
MOUNTAIN RIVER,-42.943341675,147.1255396255656
MOWBRAY,-41.40415159,147.15026466202067
MURDUNNA,-42.938610245,147.92293856817167
MUSSELROE BAY,-40.876339085,148.137862694006
MYALLA,-40.9880603,145.5652712689008
MYRTLE BANK,-41.28395204500001,147.3606586190686
NABAGEENA,-40.99699928,145.1287015723509
BICHENO,-41.894652295,148.260050125688
NABOWLA,-41.175364095,147.37273012048695
NARACOOPA,-39.92263025,144.11894823762663
NATIONAL PARK,-42.70768955,146.72189656355582
NATONE,-41.171231215000006,145.93108325368817
NEEDLES,-41.54448456,146.54841022177052
NEIKA,-42.948189310000004,147.24387886560086
NELSON BAY,-41.131948185,144.68368895017954
NEW NORFOLK,-42.782454560000005,147.05859791589745
NEW TOWN,-42.856188669999995,147.3056571311526
NEWNHAM,-41.38965348,147.11419691731743
BINALONG BAY,-41.25344598,148.2803533743725
NEWSTEAD,-41.440955515,147.16257071579972
NICHOLLS RIVULET,-43.13345915,147.1588424569312
NIETTA,-41.38227441,146.06758577609452
NILE,-41.683462695,147.39778966280028
NOOK,-41.329809495,146.32752284510542
NORTH BRUNY,-43.164807804999995,147.34706532811055
NORTH HOBART,-42.871513545,147.31724392881762
NORTH LILYDALE,-41.22640313,147.24034771281396
NORTH MOTTON,-41.207581375000004,146.09237677984135
NORTH SCOTTSDALE,-41.094976495,147.5691690139118
BIRCHS BAY,-43.185793685,147.22452197160646
NORTHDOWN,-41.166987430000006,146.48808775076003
NORWOOD,-41.460217130000004,147.18159545492517
NOTLEY HILLS,-41.358269895,146.9208800228599
NOWHERE ELSE,-41.371353315,146.25603202557653
NUBEENA,-43.095686985,147.76285462490884
NUGARA,-39.95404716,143.9103278520965
NUGENT,-42.714432535,147.71204652928083
NUNAMARA,-41.408144955,147.33800543629854
OAKDOWNS,-42.90166154,147.4556341986668
OAKS,-41.58375595,146.96635223992865
BIRRALEE,-41.40317863999999,146.8122678519118
OATLANDS,-42.289108995,147.30979379911705
OCEAN VISTA,-41.045864655,145.85934648799622
OLD BEACH,-42.758499015,147.2918599476451
OLDINA,-41.05895218,145.6797410081506
OONAH,-41.2306715,145.60842456926144
OPOSSUM BAY,-42.98548298,147.4111446915362
ORFORD,-42.567413605,147.8560863279227
ORIELTON,-42.717694275,147.52699279984915
OSMASTON,-41.57059668,146.7677943395298
OSTERLEY,-42.32089813,146.75124247005698
BISHOPSBOURNE,-41.61446384,146.98768585785302
OTAGO,-42.799923075,147.29714890541328
OUSE,-42.43545914,146.71192368521682
OYSTER COVE,-43.11939838,147.19357326170865
PALANA,-39.759397225,147.92497395481095
PALOONA,-41.267522005000004,146.26401878564127
PARADISE,-41.459456384999996,146.3203344328595
PARATTAH,-42.35839687,147.42363682503975
PARK GROVE,-41.054843295,145.8843344010454
PARKHAM,-41.390263184999995,146.63080492787384
PARKLANDS,-41.048189375,145.89127874784276
BLACK HILLS,-42.705613729999996,147.0242157420958
PARRAWE,-41.28504361,145.56665498555012
PATERSONIA,-41.31663769,147.31405333881708
PAWLEENA,-42.717392905,147.61049279565768
PAWTELLA,-42.2951113,147.51696647978707
PEARSHAPE,-40.044015224999995,143.91523789066514
PEGARAH,-39.92325323,144.03808856719576
PELHAM,-42.57367925,147.0114385334464
PELVERATA,-43.05042421,147.12041249434319
PENGUIN,-41.139093045,146.06106462272334
PENNA,-42.767831445,147.51388503143195
ACTON,-41.072549714999994,145.89119622238678
BLACK RIVER,-40.87243197,145.32636740698965
PERTH,-41.602339415,147.1991425942686
PETCHEYS BAY,-43.186034899999996,147.01222576595032
PIONEER,-41.105299185,147.95238550452694
PIPERS BROOK,-41.074693365,147.20776997403013
PIPERS RIVER,-41.11615254,147.0582801547128
PLENTY,-42.749213125,146.94739990706535
POATINA,-41.800610205,146.9314655702886
POLICE POINT,-43.25230053,147.03874763391008
PONTVILLE,-42.67146678,147.27798748170608
PONTYPOOL,-42.32687914,147.96012830698663
BLACKMANS BAY,-43.00741559,147.3171479640128
PORT ARTHUR,-43.150735659999995,147.82457120083626
PORT HUON,-43.15967261,146.94730805049272
PORT LATTA,-40.857369524999996,145.38753704398718
PORT SORELL,-41.171126635,146.53077446417336
POWRANNA,-41.685628265000005,147.26588884596052
PREMAYDENA,-43.053416995,147.75252265637067
PREOLENNA,-41.0888996,145.55768211536883
PRESERVATION BAY,-41.10180058,146.04452847851942
PRESTON,-41.29402553,146.0657693053229
PRIMROSE SANDS,-42.888570740000006,147.67451754294387
BLACKSTONE HEIGHTS,-41.46273815,147.0830873921223
PROMISED LAND,-41.427005789999995,146.20182217210174
PROSPECT,-41.482192415,147.1445667341795
PROSPECT VALE,-41.48378416,147.1135060795571
PUNCHBOWL,-41.457638345,147.16510311876414
PYENGANA,-41.29702507,147.95547401267703
QUAMBY BEND,-41.479376455,146.86664871609946
QUAMBY BROOK,-41.588296315,146.72368932339498
QUEENS DOMAIN,-42.86720771,147.32768393891752
QUEENSTOWN,-42.085293535,145.5421845373871
QUOIBA,-41.209985875,146.32974534321323
BLACKWALL,-41.30074073,146.96743679090616
RAILTON,-41.33268475,146.41083381248274
RAMINEA,-43.281234655,146.89572586536406
RANDALLS BAY,-43.236692325,147.12920376326707
RANELAGH,-42.996806955,147.01680258915462
RANGA,-40.162085094999995,148.11503318706514
RAVENSWOOD,-41.41664595,147.18395794857815
RECHERCHE,-43.530589535000004,146.86225135301606
RED HILLS,-41.533424745000005,146.59283567031065
REDPA,-40.978922159999996,144.78177905548233
REEDY MARSH,-41.438313645,146.71991433283065
BLACKWOOD CREEK,-41.750881405,146.90927632269756
REEKARA,-39.746919425,143.97609587734115
RELBIA,-41.502909715,147.20962471752938
RENISON BELL,-41.790519884999995,145.43710867813883
RETREAT,-41.140634985,147.16968177904445
REYNOLDS NECK,-41.85776104,146.6952279474399
RHEBAN,-42.66318363,147.89776151742163
RHYNDASTON,-42.47432958,147.37931621805023
RIANA,-41.20746654,145.98715897425333
RICHMOND,-42.736463665,147.4171818938667
RIDGEWAY,-42.920837475,147.28698215079368
BLESSINGTON,-41.484827055,147.42859968533577
RIDGLEY,-41.141571935,145.83342707621387
RINGAROOMA,-41.25505855,147.70951638382047
RISDON,-42.80107028,147.32820246768924
RISDON VALE,-42.807600050000005,147.37761385471882
RIVERSIDE,-41.42320354,147.04445499929875
ROBIGANA,-41.26476511,146.94036111265783
ROCHERLEA,-41.37591645,147.15611959331738
ROCHES BEACH,-42.8863394,147.49709068948897
ROCKY CAPE,-40.896515210000004,145.47556691233478
ROCKY HILLS,-42.218355134999996,148.0065892989483
BLUE ROCKS,-40.042314935,147.95556282720486
ROGER RIVER,-41.053987265,145.0016453345636
ROKEBY,-42.903983115,147.4373169539017
ROLAND,-41.41346367,146.2278706541018
ROMAINE,-41.09496771,145.89076491008467
ROSE BAY,-42.858523655,147.35824997506387
ROSEBERY,-41.79455279,145.51166143511819
ROSEGARLAND,-42.709354535,146.95270690028195
ROSETTA,-42.82091672,147.25185914613664
ROSEVALE,-41.414584239999996,146.91798944669046
ROSEVEARS,-41.336766055,146.97473094076523
BLUMONT,-41.142397794999994,147.41626358888863
ROSNY,-42.87112617,147.35671394573154
ROSNY PARK,-42.86644375,147.36822283598528
ROSS,-42.095998519999995,147.58195490663854
ROSSARDEN,-41.658951295,147.6902425591963
ROUND HILL,-41.07135013,145.94657519484775
ROWELLA,-41.17032111,146.8971115672356
ROYAL GEORGE,-41.804757765,147.99060158619707
RUNNYMEDE,-42.63355066,147.57820475197343
RUSHY LAGOON,-40.854486985,148.0115319817728
SALTWATER RIVER,-43.025293184999995,147.7052169718913
BOAT HARBOUR,-40.946478514999995,145.62865206809465
SANDFLY,-42.995979445,147.16694236646694
SANDFORD,-42.973815825,147.489374598665
SANDY BAY,-42.910772815,147.343817912755
SASSAFRAS,-41.31136185,146.54805224964264
SAVAGE RIVER,-41.483813139999995,145.23682415961588
SCAMANDER,-41.467551995,148.24757518695355
SCOPUS,-40.81028512,145.0231028734064
SCOTCHTOWN,-40.903326835,145.1001985245034
SCOTTSDALE,-41.169468325,147.52271007094538
SEA ELEPHANT,-39.827225835,144.07270464584082
BOAT HARBOUR BEACH,-40.92921621,145.61641261414974
SELBOURNE,-41.43003311,146.86166852177973
SEVEN MILE BEACH,-42.847788555,147.50882103393354
SEYMOUR,-41.738111205,148.27812488058538
SHANNON,-42.070074295,146.7475790929692
SHEARWATER,-41.15713001,146.5333502065515
SHEFFIELD,-41.386239950000004,146.3373192423847
SHOREWELL PARK,-41.069359184999996,145.87599911541588
SIDMOUTH,-41.230333785,146.872570644749
SIMPSONS BAY,-43.273096095,147.2859533172581
SISTERS BEACH,-40.927336030000006,145.57915853745018
ACTON PARK,-42.871741365000005,147.4828310862847
BONNET HILL,-42.968315015,147.33172669391837
SISTERS CREEK,-40.9646313,145.56485642995986
SLOPING MAIN,-42.99328885,147.69026444055027
SMITHTON,-40.845417295000004,145.13627758773396
SNUG,-43.076852755000004,147.20776265893824
SOMERSET,-41.058538525,145.79800001236774
SORELL,-42.77775402,147.58632010251625
SORELL CREEK,-42.785686765,147.1348336808286
SOUTH ARM,-43.026043855,147.42200426169882
SOUTH BRUNY,-43.39067297,147.27680030513517
SOUTH BURNIE,-41.065823205,145.9136776404612
BOOBYALLA,-40.914076605000005,147.89574192475675
SOUTH FOREST,-40.894715465000004,145.27601617618922
SOUTH HOBART,-42.89799778,147.29300278586373
SOUTH LAUNCESTON,-41.456575965,147.1477156854807
SOUTH MOUNT CAMERON,-40.997928875,147.95329796797137
SOUTH NIETTA,-41.447647495,146.04205090440752
SOUTH PRESTON,-41.346135985000004,146.02588901837333
SOUTH RIANA,-41.254830435,145.97713585341506
SOUTH SPREYTON,-41.2566183,146.3518649650062
SOUTH SPRINGFIELD,-41.2667036,147.52116596595855
SOUTHPORT,-43.41382125,146.98675183724714
BOOMER BAY,-42.856844905,147.83246379765842
SOUTHPORT LAGOON,-43.50035628,146.96520481280982
SOUTHWEST,-42.838192785000004,145.9637101759823
SPALFORD,-41.24273771,146.17592415841975
SPRENT,-41.27955232,146.15615282971225
SPREYTON,-41.22617176,146.3437579107416
SPRING BEACH,-42.594987525,147.8948309948264
SPRINGFIELD,-41.250833955000004,147.44117168007813
SQUEAKING POINT,-41.188697845,146.55791217533005
ST HELENS,-41.313351985,148.2023055523701
ST LEONARDS,-41.46442822,147.2377283593884
BOTHWELL,-42.327122875,147.01878349254298
ST MARYS,-41.5937649,148.16734644153448
STANLEY,-40.763595275,145.2881280280958
STAVERTON,-41.452760335,146.17539905909646
STEPPES,-42.097645185,146.93128031030392
STIEGLITZ,-41.333163979999995,148.29926857686306
STONEHENGE,-42.40842937,147.67368043641648
STONOR,-42.400401375,147.38548979359535
STONY HEAD,-41.018295120000005,147.01756056947602
STONY RISE,-41.194383294999994,146.33197156405703
STOODLEY,-41.391564405,146.4115811254259
BOYER,-42.76239998,147.1053143779772
STORMLEA,-43.187659554999996,147.77986987997792
STOWPORT,-41.110451260000005,145.93601771944526
STRAHAN,-42.148199704999996,145.3404525380797
STRATHBLANE,-43.36204157,146.9519641766379
STRATHGORDON,-42.766858335,146.04871190773886
STRICKLAND,-42.36285877,146.66174388957756
STRZELECKI,-40.21932742,148.10727495955496
STYX,-42.772089385,146.73959000458854
SULPHUR CREEK,-41.10817463,146.01515664716067
SUMMERHILL,-41.466391195,147.1193507608539
BRACKNELL,-41.66017997,146.9207903909092
SUNNYSIDE,-41.38236636,146.4477859207043
SURGES BAY,-43.226604655,146.98173604531706
SURPRISE BAY,-40.119653744999994,143.91151514054891
SURVEYORS BAY,-43.27718907,147.0623702134409
SWAN BAY,-41.29289885,147.01363908646866
SWAN POINT,-41.261535415,146.9627681204737
SWANSEA,-42.107454925,148.0068116230962
SWANSTON,-42.337155315,147.76105631140868
TABLE CAPE,-40.95497448,145.70445747548246
TAKONE,-41.160298575,145.61850710360363
BRADYS LAKE,-42.229630955000005,146.48681190341938
TALAWA,-41.288259585,147.70855514202364
TARANNA,-43.06344229,147.86999050580323
TARGA,-41.31765202,147.39732651336635
TARLETON,-41.24268954,146.36937736087629
TAROONA,-42.94585014,147.34287980961676
TARRALEAH,-42.300278469999995,146.43266342418605
TAYENE,-41.351917895,147.52578699028095
TEA TREE,-42.679805005,147.3323819814105
TELITA,-41.129845454999995,147.76145169787003
TEMMA,-41.23678176,144.7396581506855
BRANDUM,-41.82204607,146.67054809927367
TEWKESBURY,-41.218380965,145.71547666270067
THE GARDENS,-41.1602673,148.24716803206127
THIRLSTANE,-41.207461949999995,146.53646527899102
TIBERIAS,-42.435658345,147.35804385077546
TINDERBOX,-43.04139465,147.3189941091647
TODS CORNER,-41.970589149999995,146.799293730423
TOGARI,-40.98997005,144.87607198406567
TOIBERRY,-41.623451595,147.03601676735124
TOLMANS HILL,-42.913143335,147.3046420055598
TOMAHAWK,-40.90826095,147.80569975978517
BRANXHOLM,-41.173361545,147.76675106336174
TONGANAH,-41.174866925,147.60479255178572
TOOMS LAKE,-42.185577455,147.83334232298117
TRANMERE,-42.92135232,147.41620470906474
TRAVELLERS REST,-41.49586624,147.09428587189205
TRENAH,-41.32544162,147.67532126006415
TREVALLYN,-41.442648815,147.1005194610401
