loca_2,centroid_lat,centroid_lng
ARCHIBALD,-35.92311871183745,140.34274902515818
AULD,-34.988843820071274,140.3412669791872
BAGSTER,-31.869168577713925,133.15108209557144
BUNDEY,-33.887553921565825,139.2711700342204
BUNYEROO,-31.3470683044342,138.42018263633634
BATCHELOR,-33.241223109784954,137.19926725341887
BEATTY,-34.058252061459335,139.44627776081808
ANGAS,-34.703383270641005,139.31082536295736
ANNA,-34.39815800666015,139.35073332717874
ANNE,-33.399995579268,138.79222583798972
APOINGA,-33.884590165377865,138.97436390448266
APPILA,-33.02235909067189,138.32325643032527
ARKABA,-31.857705364210087,138.5182802019053
ASH,-33.08359184809773,137.22743366758496
AYERS,-33.57165868144517,138.78054210370848
BAGOT,-34.549510026791474,139.34993399315871
BAKARA,-34.58524955029951,139.91122877863722
COCATA,-33.26428159690191,135.24518707918293
COGLIN,-32.81681850596101,138.99571903663008
COLEBATCH,-35.92283648615549,139.7890858155438
BEEAMMA,-36.567799827224874,140.7018809865033
BELALIE,-33.22373640611765,138.64001106006987
BENARA,-37.80740648679512,140.46846461631708
BEWS,-35.26438588675664,140.5190223338666
BICE,-31.576071551259865,131.862532641067
BILLIATT,-34.9889104124028,140.51852942186767
BINNUM,-36.781369266290724,140.880955096126
ADDISON,-33.05240399335806,134.89916182430045
ALEXANDRINA,-35.45136276057795,138.9525951318137
ALLEN,-34.75404157849903,140.4654033547564
ANDREWS,-33.56393558290808,138.6213153384575
BARNA,-33.1747881505575,136.70493550930368
BARNDIOOTA,-31.857955710227177,138.18266038759975
CLARE,-33.854501843201156,138.6373690836449
BRIGHT,-33.88440447278913,139.11442947901708
BRINKLEY,-35.30688441888845,139.27075166569162
BROWNLOW,-34.222895176493004,139.35156496866566
BUNDALEER,-33.3971290900225,138.46460371321817
COWAN,-33.707914471360056,135.6387187850502
CROZIER,-32.34438384952109,137.84304899871566
CRYSTAL BROOK,-33.39942171071688,138.172309242731
EVERARD,-33.9095098895672,138.32066783797674
FINLAYSON,-32.58175988022317,134.35081594269454
FINNISS,-34.869992897813844,139.2843932461331
BURDETT,-35.081703616897585,139.39176963690693
BUTLER,-34.08173579905847,136.16417909926892
BOUCAUT,-33.72187502331611,138.33098427653306
BOWAKA,-36.96322689983073,139.99378828056936
BOWER,-34.04895774394167,139.27172953828426
BOWHILL,-34.974277187227365,139.6904678098919
CALTOWIE,-33.15561379588871,138.4632908780388
COLES,-37.24844539880411,140.51845645327458
BOOLCUNDA,-32.19543439847093,138.21363980036557
BOOLEROO,-32.87460335702345,138.34082754871926
BOOTHBY,-33.84856652568114,136.5719140719024
BOOYOOLIE,-33.21047773869502,138.30241064060493
COLTON,-33.45187579210757,134.9138962876514
BLACKER,-32.27329060360522,133.98731497408164
BLANCHE,-37.82658498148037,140.70155136543843
BLACK ROCK PLAIN,-32.85565536512149,138.65130178557644
BLYTH,-33.882051740879355,138.46602610698105
CONMURRA,-37.106058375424496,140.22172983070868
COOLINONG,-35.48828637997489,139.56317450951485
COOMOOROO,-32.681687327434254,138.51471985938568
COONATTO,-32.47614651556241,138.34139141935322
COOTRA,-33.261888307099085,135.89312975492535
COPLEY,-32.44401844363334,137.6883727099527
CORTLINYE,-33.03714413945227,136.339797937378
COTTON,-35.26478218179846,140.34172283883228
CARALUE,-33.27844195170383,136.12686936488913
COOMBE,-35.92358753260074,140.1500344854952
COONARIE,-35.11590593816365,137.2638643191388
CORROBINNIE,-32.83456763093271,135.91342729493266
COTABENA,-31.621563000839775,138.1829164114633
FIELD,-35.89478247072474,139.6407906524077
FISK,-35.72884209190882,140.88134052479802
CARR,-31.157918267699245,138.70708368162005
CASSINI,-35.67247984417646,137.302054107943
CATT,-31.90982783107963,133.33543147489837
CAVENAGH,-32.66936698994575,138.99568129255573
CHARLESTON,-33.39851597469028,137.1038131057089
CHESSON,-34.78192271387401,140.1383618722023
CUDLAMUDLA,-32.086952169611415,138.39128802861927
FORREST,-32.87705802308611,134.35684770929493
COMAUM,-37.25105792697122,140.88223512372568
CONEYBEER,-35.73203109485746,139.88738271971036
GILLEN,-32.60365994603163,137.6899261416541
GLEN ROY,-36.678554822454196,140.52775244703795
GLYDE,-35.917568787349985,139.4945764590222
GOODE,-31.939581964080947,133.7478102240639
DAVENPORT,-32.52175108014151,137.8537019446383
DIXSON,-34.0648989575874,136.3176696221118
CULTANA,-32.93211336276554,137.63765410979892
CUMMINS,-34.25690794478657,135.66424282213072
CUNYARIE,-32.857977891808495,136.3400758790365
DARKE,-33.42152424146964,136.11585919322158
CURRAMULKA,-34.687853536568745,137.76856794340316
DALKEY,-34.257153160842265,138.49844032621297
ERSKINE,-32.68128187610266,138.81495463073398
ETTRICK,-35.07523837061557,139.542457274011
EURELIA,-32.505002805427594,138.51488106096073
EURILPA,-32.19820155994124,138.67617086509586
CAROLINE,-37.97315530567364,140.88269752529786
CARCUMA,-35.579069391540905,140.11230543944055
DUFFIELD,-36.56606541662442,139.8862753083837
DUNCAN,-35.744655409721354,137.11906136188205
DUTTON,-34.327094250869486,139.18726746137057
EBA,-34.061541607911195,139.60588384726213
ENGLISH,-34.04173178880078,139.09049602456008
CARRIBIE,-35.00586124858985,137.0618841248127
CASTINE,-32.29667271143951,137.65687803442754
CHANDADA,-32.724781623060956,134.71745158765663
CHILLUNDIE,-32.11583385966448,133.94286365499858
FLINDERS,-34.8652158414216,135.92075045274836
CONDADA,-32.707310375026545,135.05575655620424
CAMERON,-33.903987418439414,138.1716870588884
CAMPOONA,-33.542838661698006,136.41074937493892
CANNAWIGARA,-36.143158886959284,140.69825523471584
LINDLEY,-33.8860899850528,139.61363750950315
MACGILLIVRAY,-35.88890840044643,137.47263947186426
MAKIN,-35.92253414819259,140.51097100760018
MAMBLIN,-33.12477423959766,135.73956241539904
MARCOLLAT,-36.57806838117909,140.34205836954342
MAY,-31.705296726050022,132.3838141383159
KALDOONERA,-32.58081028292218,134.89769031319221
KANMANTOO,-35.023326679767564,138.97587075281774
KAPPAWANTA,-33.67000545901315,135.29563697073806
KAPUNDA,-34.29593836245235,138.9352677575642
KATARAPKO,-34.373949719686976,140.50230274660208
KEVIN,-32.03431123160569,132.9984593554471
JAMIESON,-33.399795667240305,136.4115805416258
KIANA,-34.053697786029645,135.3522426580329
JEFFRIES,-35.70630631463537,139.56333180892906
JELLICOE,-34.50927873517929,139.18992869710587
JESSIE,-36.96313881542911,140.88218291229245
NUNNYAH,-32.159597459163166,134.40178041954167
JOANNA,-37.10532547784339,140.88258489672438
GEEGEELA,-36.56760815091571,140.87994501584697
GILBERT,-34.19532996905952,138.7889967830819
GILES,-31.858893023200803,132.78236401203384
GRACE,-34.42956833860121,138.53205289456915
GORDON,-34.38370725274281,140.7707583042199
HAWKER,-33.724473089921624,136.75213980148703
FISHER,-34.552161430677984,139.5165353859114
DALRYMPLE,-34.945079683260005,137.6578234467346
DOWNER,-33.3110316976994,134.8782329666557
CUNGENA,-32.58689889147826,134.7172473897625
CUNNINGHAM,-34.3617632827079,137.89321620781885
DARLING,-33.048605957799914,138.17799424199245
DAY,-35.47922165361318,140.63461858547885
DUBLIN,-34.42612924650693,138.34000432614218
JENKINS,-32.77965032968291,137.69979398666194
JOYCE,-37.03485729074477,140.40635496361864
JULIA CREEK,-34.1799965052633,139.02563766307279
NURIOOTPA,-34.50446869508248,138.86202646984103
O'CONNOR,-33.07330656398952,136.70474959072382
O'LOUGHLIN,-31.880743475410473,133.534252831991
FREELING,-35.30949597367702,139.08945788294955
FRENCH,-31.71392507532727,138.83332839529638
GOYDER,-34.07250676342809,138.22127620734707
GUTHRIE,-32.11604648709806,134.06027682323594
HAIG,-33.84731042394598,135.5191334599052
HAINES,-35.82958427606472,137.64837653812373
GLYNN,-33.398763377379,136.9306414952142
GOSSE,-35.76400057895286,136.9000789646348
HEGGATON,-33.39949995666722,136.58448353373927
HILL,-32.98330123958196,135.73932962215176
HINCKS,-33.8050800924943,136.0282048339963
HUDD,-33.67055551091492,135.15682854962324
HUTCHISON,-34.393025357083985,136.0422646171603
INKSTER,-32.87728061658193,134.7176776752565
LEWIS,-35.73153148315542,140.12374260783105
INKERMAN,-34.235058159809974,138.23316179066282
HALL,-34.05181150665888,138.49807730267608
HANDYSIDE,-32.570629139598545,137.52398414706815
LUCY,-31.59379884180939,132.08888655289078
MACCLESFIELD,-35.138219301710905,138.85292360041115
MACDONNELL,-37.97550426364595,140.70371670238646
GAMBIER,-37.82393995191452,140.88201288080458
GREGORY,-32.733252387944205,138.16297430335894
GREY,-37.537704109042586,140.70127378463755
GUMBOWIE,-32.99462494592046,138.9584251290212
HAGUE,-32.15973786469054,134.2053358842477
KAPPAKOOLA,-33.26380796387265,135.46099288547032
KARCULTABY,-32.70730701628555,134.89776821683571
RIPON,-32.84600702008113,134.18055219017444
PARA WURLIE,-34.98440174405685,137.27352566427282
PEARCE,-33.847763196106534,135.38580501355267
PEELLA,-32.9791989767805,135.91323926060628
PERLUBIE,-32.44557993172412,134.436225926407
PETHICK,-31.940193100202166,134.0024946878524
PILDAPPA,-32.694768470824904,135.22254088296282
PINNAROO,-35.263909770829656,140.8755971459399
PIRIE,-33.234166595049714,137.96803408919786
PARINGA,-34.25996399297458,140.8132908882032
PEACHNA,-33.84647841857699,135.6852075522686
PORDIA,-33.12639692577667,135.22253662337462
HAY,-34.23799711322899,139.53912906183803
MANN,-33.68836921113918,136.583811522148
MANNANARIE,-33.02095227607615,138.6463149488534
MANTUNG,-34.58542336532403,140.2158840139709
MARKARANKA,-34.04519498437724,139.96526619926013
MARMON JABUK,-35.18423000374028,139.98521985979283
MAUDE,-33.88687608815411,139.4419652828718
JUTLAND,-34.70300636920608,139.12538122170233
KADINA,-33.9871561306019,137.79793806054425
KANYAKA,-32.048275166109406,138.21380647511504
FORSTER,-34.77770534043676,139.6630689975432
FOX,-37.24867422618104,140.33413239854406
MANGALO,-33.54328371580783,136.58409071036598
MOUNT BENSON,-36.96406539222995,139.80649176449768
MOUNT MUIRHEAD,-37.538162763865344,140.3351436261917
MURBKO,-34.24056956679679,139.72821581745035
ROBERTS,-33.8734289897738,136.40915580703498
MOBILONG,-35.076852372256766,139.24771003536668
MOLINEUX,-35.1840013225165,140.1646637747506
MONBULLA,-37.3937948645013,140.70151802262552
MONGOLATA,-33.55391485867845,139.10483959672595
MOOCKRA,-32.30678351922808,138.39166611750275
PORT GAWLER,-34.57498295992546,138.47154529883662
SADDLEWORTH,-34.04568634207686,138.8083871658103
WANNAMANA,-33.125552205884546,135.56675769192157
PUREBA,-31.977503825883716,134.2052590743275
MINGBOOL,-37.681183559780834,140.8817942945784
MURLONG,-33.69875954365631,135.97630910853027
MURRABINNA,-36.79148448316638,140.03106637715533
RIVOLI BAY,-37.52679298932249,140.16441216340655
MONARTO,-35.064792874095566,139.09820939100848
MUDLA WIRRA,-34.49480263446759,138.68785510595023
MURTHO,-34.09083105234659,140.87753846059482
HINDMARSH,-37.68247747598896,140.51827729018925
LIGHT,-34.378815616881624,138.80386866239667
HOLDER,-34.32444826457885,140.09459707168776
HOOPER,-35.1484548979701,139.75704361998177
HORN,-32.08818888144949,133.27477820329182
HOWE,-33.19872069856315,138.2159976276735
HYNAM,-36.78419020203843,140.70541490675419
JAMES,-33.39910641935914,136.75750197730605
LANDSEER,-36.57758318303366,140.01765658930643
HALLETT,-33.404573581000356,138.9669434427403
HAMBIDGE,-33.40936313224086,135.84234339540566
HANSON,-33.74990479818845,138.8056996458678
HARDY,-32.99385680624518,139.267877617435
HART,-33.70989125802645,138.4723387239025
HASLAM,-32.43998280396139,134.2496442355347
LOVEDAY,-34.29266400391462,140.42897771948495
LIVINGSTON,-35.57010007501626,139.887191882711
LOCHABER,-36.821398410592266,140.5216611391703
MAGAREY,-31.851031999538524,132.66092595481476
MAITLAND,-34.37850268333215,137.71584014093756
MALCOLM,-35.48795345119968,139.37688765567358
NARRIDY,-33.40239163590756,138.3181315401334
ONKAPARINGA,-34.945105019204114,138.83617151859494
PARATOO,-32.66913187980156,139.2274576397648
PARCOOLA,-34.096371389032996,140.29226545361632
PARILLA,-35.26423362469621,140.69642505414654
PEAKE,-35.390802120886946,139.98505051168587
PINDA,-32.598871661760505,138.34112472987317
PINKAWILLINIE,-33.03683831179834,136.12727068143306
PARNAROO,-32.99428815436706,139.10402975221817
PARSONS,-36.53495525722036,140.522002377968
PASCOE,-33.42162511735819,136.25547784333497
PEACOCK,-36.577840798630355,140.16881863553394
PLAYFORD,-33.6911075019782,136.92248795563495
POOGINOOK,-34.05867326668846,140.13373958324584
SANTO,-36.12691641182916,139.65049528779892
WANDEARAH,-33.394431937219466,137.98410081912772
WANILLA,-34.55264658507255,135.66389258409956
RUSSELL,-31.72562270521236,131.93213548141046
POYNTON,-33.232565662020335,137.3505250024088
PEEBINGA,-34.98842903331381,140.87508172724398
PEKINA,-32.85604023345853,138.5109849796755
PENDLETON,-36.143247352577234,140.520572142348
PENOLA,-37.39446235421184,140.88303189254088
PETHERICK,-36.36028013583134,140.14961315961332
PETINA,-32.30484848111936,134.40188048264778
PICHI RICHI,-32.34272924505174,138.00352877601102
PINBONG,-32.839791196679215,135.39442033190943
PALABIE,-33.12612228362942,135.39410810222387
MOOROOROO,-34.53043348401029,139.0486401178289
PYGERY,-32.98473038999802,135.39437743228675
MURRAY,-32.72474705408096,134.52853804496394
PARACHILNA,-31.230657656870296,138.4092329876208
ROBERTSON,-37.104703333041876,140.7028087136013
MOONABIE,-33.22319900197984,137.04989352795204
MULOOWURTIE,-34.553837230718784,137.79346101181852
MYPONGA,-35.381688190200734,138.47879509851825
NANGKITA,-35.43656188950579,138.78278828347302
ROUNSEVELL,-33.07191722505012,134.48741975270045
MUNDOORA,-33.547922052067015,138.00990880153114
MUNNO PARA,-34.685842573118265,138.6777852479735
MINECROW,-36.791599177238275,140.1685070276488
KILLANOOLA,-37.24946704960679,140.70207831724744
KING,-33.71561212157566,139.27026590835192
KEITH,-32.07774915421681,133.1536994975153
RITCHIE,-35.93579459577287,136.9326568055067
ROBY,-35.42364193458874,139.7567447455954
ROSS,-37.10413786757448,139.99349253380973
MOODY,-34.08030678215158,136.0093130636246
MOORKITABIE,-32.86580442020052,134.8977978731341
MOOROOK,-34.32445666527109,140.27766237557782
NACKARA,-32.816818971876295,139.22760631162
NANGWARRY,-37.53837591729631,140.88325774313037
RUDALL,-33.69881966125472,136.18429141006078
OLADDIE,-32.50491694237166,138.6648598339636
NAPPERBY,-33.22969357271989,138.14231320610432
PALKAGEE,-33.57475328027273,135.84223307472777
PYAP,-34.51289442958939,140.45562169115044
PRICE,-35.40855993178699,140.16847721915784
WANDANA,-32.120376142989215,133.8197485295593
SCOTT,-32.72933628462272,134.35080344018337
MINLACOWIE,-34.82464679333613,137.55923366311552
MINNIPA,-32.84000180740454,135.2224166489757
MITCHELL,-34.05599991021108,135.52637705554952
STRAWBRIDGE,-35.73224593552797,139.69999386216776
YARANYACKA,-34.24197024684236,136.15951436558242
STOW,-34.057713410100405,138.35984953268715
ULIPA,-34.253485935011824,135.4421600424687
ULYERRA,-33.40989846246923,135.69082177839314
MAYURRA,-37.674885479549545,140.3302162293427
MCCALLUM,-35.92220091999152,140.66980401615314
MCCULLOCH,-32.21783046131805,138.79012077178012
MCGORRERY,-34.753805016041774,140.8654567977705
MCGREGOR,-33.39465438033764,137.28321486301715
MCNAMARA,-36.14244302430279,139.95721187176602
MCPHERSON,-34.97290290481427,140.17057756105058
MESSENT,-36.13015454783886,139.79182332596633
MILNE,-33.72092826912754,138.62679573916387
MILTALIE,-33.54338156819946,136.7575146114216
MINBRIE,-33.54331578945265,136.93085786037736
MINBURRA,-32.504458330437785,138.995684448647
PALMER,-32.3428175810133,138.21343245112385
QUIRKE,-35.478671283730826,140.85819414089187
MORALANA,-31.638345074078412,138.51210869407475
MORGAN,-32.85503206074031,138.80516228461812
MINDARIE,-34.78195343684816,140.29031857722643
MELVILLE,-35.07060622522257,137.64462083850697
KILKERRAN,-34.38375311894615,137.55159250328336
KETCHOWLA,-33.21178086147839,139.26798970621707
LAKE WANGARY,-34.59019587917727,135.38912830615558
NICHOLLS,-33.91833147404091,135.85400840539583
NILGINEE,-33.22547900474757,136.8943512494405
KONDOPARINGA,-35.288011017409566,138.78505258577437
NEWLAND,-35.93019640383709,137.1098416851404
KONGORONG,-37.92378679247103,140.51732491745074
KOOLGERA,-32.30399191840737,134.77035773198835
KOONGAWA,-33.12368841132574,135.91352603816054
KUITPO,-35.173152878942226,138.7093405563747
LAFFER,-36.14361435080446,140.149820372134
WITERA,-33.03859400944399,134.69175846070135
WOOLUMBOOL,-36.79183486728887,140.3415783669598
WUDINNA,-32.9841317671181,135.5668676144089
YALANDA,-33.27622282811964,136.70446881140538
SHAUGH,-35.921825710465185,140.8567221931745
SMEATON,-33.575152626499396,136.1843390491885
MORTLOCK,-34.4099682391653,135.6640326863986
MOSELEY,-33.03728721337811,136.51256961566466
RANDELL,-33.07268261431328,137.4355369800802
MOULE,-32.04288476030471,133.53361959856755
PARA WIRRA,-34.74348361492113,138.88912800206256
NOARLUNGA,-35.077233427696584,138.60476667018654
RICHARDS,-35.92311477259644,139.95778389347194
RIDDOCH,-37.53741273122286,140.51809175874845
RIDLEY,-34.744380351368996,139.51368939948273
MCDONALD,-35.94025193452042,136.76832838940066
MCINTOSH,-33.41001527447984,135.55274924479346
MCLACHLAN,-33.57487901687964,135.70796600749026
MENZIES,-35.65595652115976,137.49784561531322
MILLER,-31.73296981073417,132.17406017891483
REDHILL,-33.54906883587071,138.17179597632943
REES,-33.55383564389638,139.2697234076409
REYNOLDS,-33.403176074699985,138.63855511240595
PANITYA,-33.17507420584201,136.1268538841488
RAMSAY,-34.81755929917725,137.74580303508625
MOOROWIE,-35.00679330908481,137.47124144132414
NARACOORTE,-36.96322471395273,140.70279517386675
NASH,-31.844802670005578,132.54046683802065
ORATUNGA,-31.12976530196447,138.58085252066232
PAISLEY,-34.39882139369268,139.7169002783053
WELLS,-36.359667918856935,139.9560688956463
WILCHERRY,-32.85833731571172,136.51264937859398
TINLINE,-33.459122554390625,135.24344169934437
TRAVERS,-33.05238692146163,135.05724671771924
YATALA,-34.8319313020212,138.64923282935464
WARCOWIE,-31.715872043144557,138.67865488146268
WARRAKIMBO,-31.857964056322988,138.00791870697506
WILTUNGA,-33.812185959740084,137.97871215494285
TIPARRA,-34.1864019328202,137.68171304638264
YANKALILLA,-35.527111987958996,138.28293700857384
WOKURNA,-33.68246760168984,137.97546978725026
SEDDON,-35.872643831627585,137.30165003828517
TICKERA,-33.789428855419466,137.78154053756774
WARD,-33.651620217173196,134.9884540998451
SLEAFORD,-34.858955196457636,135.67031542325105
UPPER WAKEFIELD,-34.02381786858641,138.6519734303453
WAURALTEE,-34.55220878374633,137.59547017478036
WAY,-33.83318639956594,135.22238936839508
TALUNGA,-34.82171199768295,138.9397481710703
WALLANIPPIE,-32.41328282334532,133.99057715202568
WILLUNGA,-35.23963206590977,138.53727991063482
KEKWICK,-34.75420041956713,140.66454533965467
KELLY,-33.22660832394557,136.51234456006262
KENNION,-37.3935296342431,140.33451510419124
KINGSFORD,-34.98886381134565,140.6958858029757
NILPENA,-31.10922916351872,138.39857030112196
SQUIRE,-33.45880234472971,135.41452189638449
WALPUPPIE,-32.445624853164084,134.59903699314512
STANLEY,-33.90923285754133,138.8117018179117
SPENCE,-37.01902072708677,140.54164452454575
WALLALA,-32.30449783713762,134.5989256538169
WALLIS,-33.23713583324305,135.06177322336833
WALLOWAY,-32.68162060501953,138.66481817727856
YANGYA,-33.267384567310835,138.45379910759198
YANINEE,-32.98505044414918,135.22247753684613
STIRLING,-36.14348365528332,140.34251280087312
STOKES,-34.24489391428593,135.91237461074053
YANTANABIE,-32.445499481658985,134.7706901819528
YANYARRIE,-32.345551958662305,138.5349488276854
YARRAH,-32.195066796664356,137.9560145498554
WARROW,-34.419604689617586,135.46109476620126
STRATHALBYN,-35.19478427670743,138.951540649987
WATERHOUSE,-37.16269078398691,139.8376970578653
SYMON,-37.39355335393141,140.15437862493613
KIRKPATRICK,-35.57020257367624,139.6999858176734
KOORINGA,-33.708398137957204,138.95459036667893
KOPPIO,-34.397562457866144,135.86510115107433
WONNA,-33.212182647059926,139.1038703237976
WONOKA,-31.857810881973965,138.3602207141733
WOOLUNDUNGA,-32.53786859163309,138.00334503715678
WOOLYANA,-31.621706522130662,138.36041694592157
WYACCA,-32.04827336476759,137.99061315514095
YACKAMOORUNDIE,-33.55103511450169,138.47465537392037
YADNARIE,-33.68794443685682,136.41012365524819
KULPARA,-34.0419340899194,138.00868175631473
LACEPEDE,-36.79882982933685,139.9103840240406
LAKE GEORGE,-37.38290353702405,139.98344709432305
ULEY,-34.72627373710224,135.6118364042958
WIRREANDA,-32.048164933004806,138.51834626178697
WIRREGA,-36.359670478367285,140.57771409691958
WONGYARRA,-32.89305181940162,138.17335973665246
NINNES,-33.93514506412387,137.9785162963646
KOOLUNGA,-33.55079291314364,138.32908812537383
KOOLYWURTIE,-34.69149281078605,137.57367804780975
KINGSTON,-33.54960308104229,138.9473658283469
NEALES,-34.19017202918371,139.17000897463603
NEVILLE,-36.34305200428291,139.7940300318075
NILDOTTIE,-34.57572786652143,139.68116300811914
WARREN,-33.536018952158976,137.15410693182562
WOOKATA,-31.90202532009489,132.14004362174586
WALLAROO,-33.999228487256055,137.64541636052957
UROONDA,-32.19831044451881,138.51878689114224
VERRAN,-33.87346886593771,136.23564964952928
VINCENT,-34.97275942054088,139.84728552968792
WAIKERIE,-34.30130289377227,139.9085159393906
STUART,-33.95788146291456,139.78022659362222
STURDEE,-31.87378110218169,132.31131710772647
TALIA,-33.459060642350806,135.07271366832796
TARCOWIE,-33.022944983931296,138.50696095721796
TARLTON,-32.58670069637715,134.52834077314662
TATIARA,-36.358870656369945,140.84542664205762
WATERLOO,-34.10454978603118,138.92215693150786
WHYTE,-33.20907501801635,138.80589204550077
YALPARA,-32.50471225772699,138.8150107522817
SENIOR,-36.14308789773815,140.87646771275053
SEYMOUR,-35.28233070303476,139.50686659584298
SHANNON,-34.05484337428199,135.69240757743614
SHERLOCK,-35.28758310811126,139.75689273616672
SHORT,-37.39323586028255,140.51766052050476
SKURRAY,-34.396687155383916,139.52732560646334
SMITH,-37.24868055348717,140.16346083693352
SOLOMON,-33.22691571340721,136.33940025476318
