loca_2,representative_point_lat,representative_point_lng
ROKEWOOD,-37.92642422,143.74264757546473
ROKEWOOD JUNCTION,-37.85104049,143.68489018905842
ROMSEY,-37.355138925,144.72582270803514
ROSANNA,-37.73979454,145.06988357904999
ROSE RIVER,-36.918189749999996,146.5718191679457
ROSEBERY,-35.82942702,142.42155743683566
ROSEBROOK,-38.345352445,142.26961750838296
ROSEBUD,-38.37115797,144.9158387598127
ALFREDTON,-37.55429711,143.80033730377687
BERRINGAMA,-36.198224535,147.65181789433404
ROSEDALE,-38.184226545,146.82677158094174
ROSES GAP,-36.976049525,142.4562119026562
ROSEWHITE,-36.576829364999995,146.8844959532522
ROSLYNMEAD,-36.137007545,144.52570530881633
ROSS CREEK,-37.647970135,143.76056113260535
ROSSBRIDGE,-37.524987010000004,142.86026183052724
ROSTRON,-36.76570964,143.17090199688613
ROWSLEY,-37.719000475,144.36780009207388
ROWVILLE,-37.92588608,145.23637736395514
BERRIWILLOCK,-35.64437602,142.96110558798927
ROXBURGH PARK,-37.62575067,144.92648217185592
RUBICON,-37.38571118,145.84689834057644
RUBY,-38.43660399,145.9206848432318
RUFFY,-36.94593528,145.4973547253374
RUNNING CREEK,-36.55081929,147.05335858317554
RUNNYMEDE,-36.54702,144.67123366900984
RUPANYUP,-36.641862509999996,142.68543396763584
RUSHWORTH,-36.586493485,145.0039350037689
RUSSELLS BRIDGE,-38.00747244,144.1825750388643
RUTHERGLEN,-36.063951995,146.4886108337451
BERRYBANK,-37.96901452,143.50182322540167
RYANS,-37.552031150000005,147.47017517258809
RYANSTON,-38.507896779999996,145.58760686393845
RYE,-38.386980525,144.81188165703327
RYTHDALE,-38.14085982500001,145.46192078861964
SAFETY BEACH,-38.31610378,145.00101799759682
SAILORS FALLS,-37.392464435,144.11468108549167
SAILORS GULLY,-36.706134485,144.23283019974622
SAILORS HILL,-37.359262945,144.1255044190646
BERRYS CREEK,-38.41278277,146.0679288113401
SALE,-38.10607502,147.08129396362602
SALISBURY WEST,-36.517839115,143.9390397607512
SAMARIA,-36.8092171,146.07483594863794
SAN REMO,-38.529276765000006,145.40818896587925
SANDFORD,-37.64789324,141.46377148474846
SANDHILL LAKE,-35.739253505,143.6926842429151
SANDHURST,-38.08127235,145.21081558451021
SANDON,-37.168134980000005,144.0385095217828
SANDRINGHAM,-37.95251538,145.0121431752156
SANDY CREEK,-36.360654495,147.1249580935607
BERWICK,-38.04209711,145.34447318453113
SANDY POINT,-38.818835820000004,146.12156200743573
SARGOOD,-37.588981815,146.74168549938454
SARSFIELD,-37.755408605,147.74404491803386
SASSAFRAS,-37.86424902,145.3528581240804
SAWMILL SETTLEMENT,-37.121078515,146.36739503275095
SCARSDALE,-37.67824454,143.6621991097601
SCORESBY,-37.90522582,145.22116266803775
SCOTCHMANS LEAD,-37.6667737,143.8481674296199
SCOTSBURN,-37.68614359,143.93263861855206
SCOTTS CREEK,-38.456642975,143.07553897142398
BESSIEBELLE,-38.149299545000005,141.93126263141272
SEA LAKE,-35.48407751,142.89555222017898
SEABROOK,-37.880824285,144.75821453482757
SEACOMBE,-38.128340109999996,147.4230148056335
SEAFORD,-38.106265504999996,145.14237719965757
SEAHOLME,-37.864613705,144.84462925187182
SEASPRAY,-38.332220070000005,147.1613810355479
SEATON,-37.94203753,146.68452583928698
SEAVIEW,-38.284638005000005,145.95742268771198
SEBASTIAN,-36.592381175,144.20404163157025
SEBASTOPOL,-37.602113285,143.83633361235286
BET BET,-36.923709020000004,143.7497102976826
SEDDON,-37.806693499999994,144.891970543396
SEDGWICK,-36.895263,144.31827604259928
SELBY,-37.917677035,145.38061321137428
SELWYN,-37.064226905,147.00198444900002
SEPARATION CREEK,-38.59906383,143.8938365777244
SERPENTINE,-36.43828211,143.9975001745734
SERVICETON,-36.390539739999994,141.02317773353306
SEVILLE,-37.798042035,145.48763673018883
SEVILLE EAST,-37.782567885000006,145.49883285528887
SEYMOUR,-37.03112401,145.16026186049658
BETE BOLONG,-37.68834991,148.29723089879673
SHADY CREEK,-38.102158474999996,146.07351169985978
SHANNONVALE,-36.93200648,147.42274843815068
SHAYS FLAT,-37.064793755,143.07934504198414
SHE OAKS,-37.896081415,144.14753648096348
SHEANS CREEK,-36.77377301,145.65316578332195
SHEEP HILLS,-36.354947515,142.55158661222765
SHELBOURNE,-36.838062985,144.06050224804306
SHELFORD,-37.9614866,143.91725298735105
SHELLEY,-36.199794710000006,147.54833706763878
SHEPHERDS FLAT,-37.273954515,144.10189961989968
BETE BOLONG NORTH,-37.59562425,148.29389715622148
SHEPPARTON,-36.37415217,145.40324587577402
SHEPPARTON EAST,-36.40361648,145.49680563913597
SHEPPARTON NORTH,-36.321957495,145.38867426241197
SHERBROOKE,-37.890228985,145.35944501886473
SHOREHAM,-38.42702642,145.0371877248258
SIDONIA,-37.163203595,144.5597892809369
SILVAN,-37.83199961,145.44133998510392
SILVERLEAVES,-38.45332808,145.27314764496253
SIMPSON,-38.51043091,143.25760368914294
SIMPSONS CREEK,-37.761848295,148.36593139361844
BETHANGA,-36.151955815,147.11625202439794
SIMSON,-36.994519995,143.77449680092633
SKENES CREEK,-38.71286983,143.709616861519
SKENES CREEK NORTH,-38.692625035,143.7154281882716
SKIBO,-38.205809345,143.12790817220395
SKINNERS FLAT,-36.352602000000005,143.58627781525928
SKIPTON,-37.69086452,143.3313006623389
SKYE,-38.104742125,145.21522713767826
SLATY CREEK,-36.536253495,143.29303332771775
SMEATON,-37.306302015,143.96338011689875
SMITHS BEACH,-38.502871925,145.255999980018
ALLAMBEE,-38.29780134,146.01801708676894
BETLEY,-36.91775877,143.79442118566152
SMITHS GULLY,-37.62874074,145.28964903603585
SMOKEYTOWN,-37.39898542,143.9196912016659
SMOKO,-36.82244453,147.06609966581544
SMYTHES CREEK,-37.602862515,143.76716801738712
SMYTHESDALE,-37.645488959999994,143.66896583073094
SNAKE ISLAND,-38.747515985,146.5513623290519
SNAKE VALLEY,-37.612488995,143.57569566336355
SOLDIERS HILL,-37.551150500000006,143.85930845386642
SOMERS,-38.38058607,145.15538688825296
SOMERTON,-37.63373131,144.94753344736392
BEULAH,-35.921581384999996,142.4200510207143
SOMERVILLE,-38.230007810000004,145.2038407719716
SORRENTO,-38.343803115,144.73950446824531
SOUTH DUDLEY,-38.59466749,145.57473474406135
SOUTH GEELONG,-38.1679395,144.36515660843364
SOUTH KINGSVILLE,-37.829465115,144.87026411107448
SOUTH MELBOURNE,-37.834004995,144.9606544536883
SOUTH MORANG,-37.63765689,145.08600172097084
SOUTH PURRUMBETE,-38.347884109999995,143.20558070980218
SOUTH YARRA,-37.838009445,144.99146131797195
SOUTHBANK,-37.825414665,144.9635673747515
BEVERFORD,-35.22163322,143.479459631206
SOUTHERN CROSS,-38.288956555,142.40371463553674
SPARGO CREEK,-37.489732724999996,144.145560139736
SPEED,-35.405127445,142.4242589683162
SPEEWA,-35.221168004999996,143.51618543213146
SPOTSWOOD,-37.829337165,144.88642785125143
SPRING GULLY,-36.799262459999994,144.28874348135776
SPRING HILL,-37.297565559999995,144.34859548527942
SPRINGBANK,-37.51975977,144.05994950555348
SPRINGDALLAH,-37.748856075,143.6236136222746
BEVERIDGE,-37.47561554,144.97423865768144
SPRINGHURST,-36.21049105,146.47818195512085
SPRINGMOUNT,-37.415016975,143.9336395234053
SPRINGVALE,-37.943979675,145.16327270142625
SPRINGVALE SOUTH,-37.971832070000005,145.14861578543207
ST ALBANS,-37.74795947,144.811606998405
ST ALBANS PARK,-38.19752199,144.39129488802587
ST ANDREWS,-37.579442875,145.28583718501625
ST ANDREWS BEACH,-38.41930372,144.83161185382502
ST ARNAUD,-36.62362952,143.23613242217652
BIG DESERT,-35.641722255,141.48012164426297
ST ARNAUD EAST,-36.629854365,143.32082117519798
ST ARNAUD NORTH,-36.592434995000005,143.16605161507297
ST CLAIR,-38.58405302,145.6511156377265
ST GERMAINS,-36.203515845,145.15153964021465
ST HELENS,-38.24952446,142.05473508307162
ST HELENS PLAINS,-36.775168145,142.42812263036205
ST KILDA,-37.8642323,144.98121133128774
ST KILDA EAST,-37.868015995,145.00441054988707
ST KILDA WEST,-37.858491650000005,144.9716196177372
ST LEONARDS,-38.18140271,144.6797669134719
STACEYS BRIDGE,-38.55663802,146.51512886915992
STAFFORDSHIRE REEF,-37.73421797,143.68381681867598
STAGHORN FLAT,-36.23982484,146.9301181702932
STANHOPE,-36.46259547,144.98194819008518
STANHOPE SOUTH,-36.491686765,145.04102513620933
STANLEY,-36.387833685000004,146.7758240042388
STAUGHTON VALE,-37.84706399,144.2577002286734
STAVELY,-37.604154539999996,142.6249264905996
STAWELL,-37.04473648,142.76966688035986
STEELS CREEK,-37.580956785,145.38177753328642
STEIGLITZ,-37.867218965,144.1869078910418
STEWARTON,-36.415239220000004,145.81315322827191
STIRLING,-37.453042120000006,147.70926029775632
STOCKDALE,-37.824556325,147.19756890478004
STOCKYARD HILL,-37.545246414999994,143.2880555553093
STONEHAVEN,-38.123129015,144.2250742372516
STONELEIGH,-37.58357852,143.23064920153706
STONYFORD,-38.331475085,143.30837582643647
BIG PATS CREEK,-37.76760165,145.75998520843675
STRADBROKE,-38.277926664999995,147.03849303575188
STRANGWAYS,-37.143941905000005,144.0913229587175
STRATEN,-35.3735389,142.5744490953296
STRATFORD,-37.946270945,147.11461918759915
STRATH CREEK,-37.246639155,145.23061854233364
STRATHALLAN,-36.259987644999995,144.77094826589644
STRATHBOGIE,-36.877229845,145.76649793108544
STRATHDALE,-36.768187084999994,144.3186534695813
STRATHDOWNIE,-37.73834047,141.11789673443747
STRATHEWEN,-37.540195600000004,145.27396119794372
BIGGARA,-36.342086225,148.0122981100239
STRATHFIELDSAYE,-36.8054883,144.3630430963815
STRATHKELLAR,-37.702622755,142.11691127130894
STRATHLEA,-37.148922584999994,143.9729160990811
STRATHMERTON,-35.904645015,145.4486488617373
STRATHMORE,-37.729952104999995,144.92061833659398
STRATHMORE HEIGHTS,-37.71423859,144.8995295036146
STREATHAM,-37.6382575,143.09059915878194
STRZELECKI,-38.343164924999996,145.89868924220036
STUART MILL,-36.79460068,143.28272792905793
SUGARLOAF,-38.690993934999995,143.79653549890102
BILLABONG,-37.251529115,146.81697780567234
SUGARLOAF CREEK,-37.125701910000004,145.0247618982752
SUGGAN BUGGAN,-36.91655983,148.3368722543566
SULKY,-37.45874848,143.8638457744824
SUMMERLANDS,-38.507398789999996,145.14520776738354
SUNBURY,-37.55339383,144.71353718845165
SUNDAY CREEK,-37.254360000000005,145.0475898119107
SUNDERLAND BAY,-38.503167,145.27296335828
SUNSET STRIP,-38.495170279999996,145.2660381300584
SUNSHINE,-37.789716475000006,144.83577987856705
SUNSHINE NORTH,-37.76261129,144.83695683654062
ALLAMBEE RESERVE,-38.304637235,146.05203666447744
BIMBOURIE,-35.33543894,142.76250654070935
SUNSHINE WEST,-37.799250990000004,144.80593442090586
SURF BEACH,-38.507818115000006,145.29006644078368
SURREY HILLS,-37.825287855,145.10029757837117
SUTHERLAND,-36.53607997,143.19540045657266
SUTHERLANDS CREEK,-38.012775000000005,144.21807709675568
SUTTON,-35.722787025,142.9735797700219
SUTTON GRANGE,-36.98730725,144.37048918237429
SWAN BAY,-38.23397201,144.66758895081307
SWAN HILL,-35.362115985,143.51271448105396
SWAN HILL WEST,-35.368760519999995,143.39804121016226
BINDI,-37.10963498,147.84504855957198
SWAN ISLAND,-38.24960054,144.68022280595946
SWAN MARSH,-38.373748320000004,143.35415306531064
SWAN REACH,-37.815295145,147.87655685759452
SWANPOOL,-36.727154035,145.9912839566072
SWANWATER,-36.53685651,143.1049922921269
SWANWATER WEST,-36.519467525,143.0163963789347
SWIFTS CREEK,-37.2494362,147.75923216304668
SYDENHAM,-37.696081680000006,144.76303033029635
SYLVATERRE,-36.0757,144.23245031246597
TABBERABBERA,-37.55806794,147.37543501386563
BINGINWARRI,-38.594290029999996,146.4481028440806
TABILK,-36.85523427,145.17873674522454
TABOR,-37.830911505,142.18991567842585
TAGGERTY,-37.349841999999995,145.72594993629363
TAHARA,-37.743103985000005,141.7347225643905
TAHARA BRIDGE,-37.682141009999995,141.65652850171352
TAHARA WEST,-37.732533755,141.62653963041612
TALBOT,-37.180736015,143.69475231030384
TALGARNO,-36.06495231,147.15944097856323
TALLANGATTA,-36.235389510000005,147.1827887188889
TALLANGATTA EAST,-36.213337984999995,147.2758106135595
BINGO MUNJIE,-37.007769305,147.56295242778117
TALLANGATTA VALLEY,-36.325198040000004,147.43295001517163
TALLAROOK,-37.129960014999995,145.12241857440011
TALLYGAROOPNA,-36.240757235000004,145.44075255827244
TAMBO CROSSING,-37.497947715,147.8357879196665
TAMBO UPPER,-37.762822209999996,147.87915800448894
TAMBOON,-37.68020402,149.18705130168925
TAMBORITHA,-37.435463125,146.69092007562324
TAMINICK,-36.395128525000004,146.18220120292483
TAMLEUGH,-36.587909374999995,145.57895000743412
TAMLEUGH NORTH,-36.531047505000004,145.58353162124706
BIRCHIP,-35.998639495000006,142.92450914381578
TANDAROOK,-38.31707441,143.18480429478996
TANDARRA,-36.43904202,144.20655998358626
TANGAMBALANGA,-36.24166562,147.04019142501997
TANJIL,-37.94333769000001,146.21806179116794
TANJIL BREN,-37.85183058,146.14794234638018
TANJIL SOUTH,-38.0998897,146.26543735859138
TANTARABOO,-37.240398185000004,144.8247468566816
TANWOOD,-37.0093825,143.387090705738
TANYBRYN,-38.656696995000004,143.71816458983204
TARADALE,-37.140771470000004,144.34444556698227
BIRCHIP WEST,-36.0159415,142.81564309493064
TARCOMBE,-36.965779635,145.31780978794444
TARILTA,-37.178094525,144.19038509315624
TARNAGULLA,-36.77536447,143.83065880032893
TARNEIT,-37.836338985,144.65951234463665
TARNOOK,-36.535590625,145.8614045910479
TAROON,-38.331676200000004,142.86899940704126
TARRA VALLEY,-38.469620985000006,146.5504499915312
TARRANYURK,-36.223448219999995,142.09833906113434
TARRAVILLE,-38.62560173,146.74961910191666
TARRAWARRA,-37.656581965,145.4427604512971
BIRDWOODTON,-34.199702,142.06860963721016
TARRAWINGEE,-36.386175135,146.4611002553109
TARRAYOUKYAN,-37.304667495000004,141.55684758449144
TARRENGOWER,-37.005427025,144.0152019097758
TARRENLEA,-37.67700541,141.73725266639923
TARRINGTON,-37.76697002,142.12191302228234
TARRONE,-38.227146505,142.1949664597511
TARWIN,-38.598916065,145.95380270685774
TARWIN LOWER,-38.773582155,145.91678180724142
TATONG,-36.763956485,146.16194793373757
TATURA,-36.44748303,145.22276661915677
BIRREGURRA,-38.34293967,143.82349798244218
TATURA EAST,-36.447497525,145.29554691682463
TATYOON,-37.500815975,142.99394869104745
TAWONGA,-36.67379358,147.17119170934788
TAWONGA SOUTH,-36.762540075,147.13878431695974
TAYLOR BAY,-37.20644065,145.88837230959382
TAYLORS HILL,-37.714878174999996,144.75336773384626
TAYLORS LAKES,-37.69668629,144.7822585639812
TEAL POINT,-35.682168005,144.04914024652476
TECOMA,-37.90684421,145.34370145975782
TEDDYWADDY,-36.19488555,143.33210771529343
BITTERN,-38.3383323,145.17480639653255
TEDDYWADDY WEST,-36.188821015,143.21364112203463
TEESDALE,-38.02432349,144.04756316853644
TELANGATUK EAST,-37.120301755,142.01610483921536
TELFORD,-36.103917530000004,145.95188413535544
TELOPEA DOWNS,-36.04060155,141.10773103469035
TEMPLESTOWE,-37.756269515,145.14436593183666
TEMPLESTOWE LOWER,-37.764296494999996,145.11432058792036
TEMPY,-35.288850124999996,142.4371579233548
TENBY POINT,-38.41399975,145.47478592688861
TENNYSON,-36.29464943,144.3765787836178
BLACK HILL,-37.54986799,143.8732521111782
TERANG,-38.24676641,142.87687457553568
TERIP TERIP,-37.0150015,145.54224415846826
TERRAPPEE,-36.153190185,143.57615992571675
TERRICK TERRICK,-36.11659156,144.25731691536117
TERRICK TERRICK EAST,-36.10606256,144.3908080865886
TESBURY,-38.300394365,143.15732467467407
TETOORA ROAD,-38.280309994999996,145.88637678053743
THALIA,-36.10808804,143.0841314000618
THALLOO,-38.08390179,146.30817134267426
THE BASIN,-37.855956164999995,145.31869001053707
ALLAMBEE SOUTH,-38.353386470000004,146.101515450616
BLACK RANGE,-37.133704045,142.76560668575235
THE COVE,-38.492597585,142.6970589647171
THE GURDIES,-38.389790500000004,145.56831429384422
THE HEART,-38.11377695,147.1853126043501
THE HONEYSUCKLES,-38.3361087,147.23098240560407
THE PATCH,-37.891147015,145.40127938129712
THE SISTERS,-38.187118115000004,142.79035134032267
THOLOGOLONG,-35.98906095,147.42294373868208
THOMASTOWN,-37.6832155,145.00672612079484
BLACK ROCK,-37.973489404999995,145.02434435496556
THOONA,-36.35119649000001,146.0690402339132
THORNBURY,-37.758438525,145.00484694317532
THORNTON,-37.272693509999996,145.81540416619373
THORPDALE,-38.303917975,146.18070867262702
THORPDALE SOUTH,-38.331865875000005,146.14245593488394
THOWGLA VALLEY,-36.27210608,147.92530883353032
THREE BRIDGES,-37.851907925,145.6801731028346
TIDAL RIVER,-39.03173382,146.32051135150527
TIMBARRA,-37.49005263,147.93709118139776
TIMBOON,-38.48427653,142.96304589673116
BLACKBURN,-37.821494799999996,145.15100213802708
TIMBOON WEST,-38.537234305,142.92301740548618
TIMMERING,-36.348705605,144.88194087035458
TIMOR,-36.98167348,143.72831649286087
TIMOR WEST,-36.957824134999996,143.67304207177415
TINAMBA,-37.974001305,146.88336979848373
TINAMBA WEST,-37.922617315,146.82733542026548
